galname,rah,ram,ras,decsign,decd,decm,decs,glat_orig,semimajor,semiminor,posang,nhcon,fnu_12,fqual_12,fnu_25,fqual_25,fnu_60,fqual_60,fnu_100,fqual_100,fir,fqfir,relunc_12,relunc_25,relunc_60,relunc_100,cc_12,cc_25,cc_60,cc_100,cirr1,cirr2,confuse,pnearh,pnearw,hsdflag,ses1_12,ses1_25,ses1_60,ses1_100,ses2,nsss,sssname,dissss,nongal,idngal,dsngal,nrecs,rat_12_25,err_12_25,rat_25_60,err_25_60,rat_60_100,err_60_100,glon,glat,elon,elat,ra,dec,cra,cdec,ra1950,dec1950,cra1950,cdec1950,ROW_IDX,ROW_NUM
06122+7650,6,12,17.7,+,76,50,51,25,34,8,87,3,0.66,,0.25,L,0.40,L,1.09,L,-13.57,L,C,,,,B,C,,I,1,4,0,0,0,0,0,0,0,0,,null,,null,2,1,2,1,2.6400,0,0.6250,0,0.3670,0,137.3006,24.5767,91.8723,53.4207,94.9017,76.8281,061936.4,+764941,93.0738,76.8475,061217.7,+765051,9325,9325
06123-3329,6,12,19.6,-,33,29,3,-22,57,19,96,3,0.25,L,0.25,L,0.40,L,1.17,,-13.56,L,,,,C,,,D,B,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.6250,0,0.3419,0,240.5017,-21.8315,95.4034,-56.8732,93.5383,-33.5002,061409.2,-333001,93.0817,-33.4842,061219.6,-332903,9326,9326
06123-1213,6,12,23.6,-,12,13,28,-14,86,11,97,2,0.36,,0.31,L,0.48,L,8.22,L,-12.92,L,C,,,,C,H,I,,9,4,0,0,1,8,0,0,1,0,,null,,null,null,,null,1,1.1613,0,0.6458,0,0.0584,0,219.8818,-13.6180,94.4238,-35.6237,93.6787,-12.2409,061442.9,-121427,93.0983,-12.2244,061223.6,-121328,9327,9327
06125-2546,6,12,33.6,-,25,46,53,-19,32,10,96,4,0.28,L,0.25,L,1.04,,1.92,,-13.24,,,,B,B,I,D,A,A,0,4,0,1,0,0,0,0,0,0,,null,,null,null,,null,2,1.1200,0,0.2404,0,0.5417,0,232.8250,-19.0707,95.0243,-49.1736,93.6463,-25.7978,061435.1,-254752,93.1400,-25.7814,061233.6,-254653,9328,9328
06125-2238,6,12,34.5,-,22,38,9,-18,49,8,93,4,0.25,L,0.25,L,0.78,,0.90,,-13.44,,,,B,C,,E,B,D,6,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3205,0,0.8667,0,229.7610,-17.8668,94.8784,-46.0296,93.6684,-22.6524,061440.4,-223908,93.1438,-22.6358,061234.5,-223809,9329,9329
13311+3318,13,31,11.5,+,33,18,4,79,59,15,118,2,0.37,L,0.25,L,0.43,,1.28,,-13.52,,,,C,C,G,,C,C,1,3,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.4800,0,0.5814,0,0.3359,0,68.5442,79.1618,186.5330,39.2383,203.3673,33.0451,133328.1,+330242,202.7979,33.3011,133111.5,+331804,9330,9330
13313-7423,13,31,18.9,-,74,23,45,-12,33,10,146,3,0.25,L,0.25,L,0.60,,2.57,,-13.29,,,,C,E,,,C,A,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4167,0,0.2335,0,305.8942,-12.0335,243.3276,-57.3685,203.8678,-74.6515,133528.3,-743905,202.8288,-74.3958,133118.9,-742345,9331,9331
13315+1833,13,31,30.5,+,18,33,42,77,66,16,111,2,0.25,L,0.25,L,0.40,,1.01,:,-13.59,:,,,D,D,,,C,D,0,4,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.6250,0,0.3960,0,353.1020,76.8280,194.3105,26.0172,203.4812,18.3058,133355.5,+181821,202.8771,18.5617,133130.5,+183342,9332,9332
13315+1758,13,31,31.1,+,17,58,5,76,37,8,111,2,0.25,L,0.34,L,1.52,,3.01,,-13.06,,,,C,C,,E,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7353,0,0.2237,0,0.5050,0,351.2940,76.4069,194.5811,25.4760,203.4850,17.7122,133356.4,+174244,202.8796,17.9681,133131.1,+175805,9333,9333
13317-4517,13,31,48.0,-,45,17,34,17,28,12,121,3,0.25,L,0.25,L,0.91,,2.59,,-13.21,,,,C,C,,E,B,A,0,5,0,0,0,0,0,0,2,1,7,null,,null,null,,null,1,1.0000,0,0.2747,0,0.3514,0,310.8358,16.6567,220.2181,-32.8853,203.7026,-45.5485,133448.6,-453255,202.9500,-45.2928,133148.0,-451734,9334,9334
13319-2311,13,31,55.4,-,23,11,30,38,44,10,113,2,0.98,L,0.63,L,0.91,,1.66,,-13.30,,,,C,D,C,C,B,B,4,5,0,0,0,8,0,0,0,0,,null,,null,null,,null,1,1.5556,0,0.6923,0,0.5482,0,315.6069,38.3579,210.5626,-12.6250,203.6690,-23.4474,133440.6,-232650,202.9808,-23.1917,133155.4,-231130,9335,9335
13321+0423,13,32,7.0,+,4,23,9,65,55,13,112,2,0.25,L,0.50,L,1.22,,2.31,,-13.16,,,,C,C,,K,A,B,1,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5000,0,0.4098,0,0.5281,0,328.9688,64.7949,200.3371,13.0209,203.6617,4.1302,133438.8,+040749,203.0292,4.3858,133207.0,+042309,9336,9336
13321+5208,13,32,11.4,+,52,8,43,64,64,16,128,2,0.77,L,0.25,L,0.73,,1.69,L,-13.35,L,,,D,,J,J,D,D,0,2,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,3.0800,0,0.3425,0,0.4320,0,107.8155,63.9658,171.2816,55.0821,203.5472,51.8897,133411.3,+515323,203.0475,52.1453,133211.4,+520843,9337,9337
13322-3500,13,32,12.1,-,35,0,51,27,23,6,116,3,0.34,L,0.46,,5.35,,11.60,,-12.49,,,D,C,C,H,A,A,A,0,2,0,0,0,0,1,0,0,0,,null,,null,null,,null,1,0.7391,0,0.0860,0,0.4612,0,312.8969,26.7563,215.4302,-23.5084,203.7690,-35.2697,133504.6,-351611,203.0504,-35.0142,133212.1,-350051,9338,9338
13322+0935,13,32,14.2,+,9,35,26,69,51,9,112,2,0.25,L,0.25,L,1.07,,3.41,,-13.11,,,,C,C,,,B,A,1,2,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.2336,0,0.3138,0,334.8379,69.4795,198.3138,17.8468,203.6814,9.3350,133443.5,+092006,203.0592,9.5906,133214.2,+093526,9339,9339
13323-1536,13,32,23.1,-,15,36,43,46,71,32,111,2,0.33,L,0.35,L,0.52,L,1.31,,-13.48,L,,,,F,I,,C,E,2,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9429,0,0.6731,0,0.3969,0,318.0453,45.7200,207.8154,-5.5458,203.7682,-15.8674,133504.4,-155203,203.0963,-15.6119,133223.1,-153643,9340,9340
13325-3357,13,32,32.9,-,33,57,26,28,39,17,118,3,0.25,L,0.31,L,0.42,,1.62,,-13.47,,,,C,D,,E,E,B,0,3,0,3,0,0,0,0,2,0,4,null,,null,null,,null,2,0.8065,0,0.7381,0,0.2593,0,313.1993,27.7810,215.0449,-22.5101,203.8529,-34.2126,133524.7,-341245,203.1371,-33.9572,133232.9,-335726,9341,9341
13326-1038,13,32,36.6,-,10,38,9,51,67,9,112,2,0.26,L,0.45,L,1.11,:,2.10,,-13.20,:,,,D,C,,H,A,C,8,6,0,0,0,0,0,0,0,1,,null,,null,null,,null,2,0.5778,0,0.4054,0,0.5286,0,320.0006,50.5227,206.0394,-0.8959,203.8143,-10.8912,133515.4,-105328,203.1525,-10.6358,133236.6,-103809,9342,9342
05582-3355,5,58,16.4,-,33,55,11,-25,17,4,92,4,0.25,L,0.38,,1.88,,3.26,,-12.99,,,C,C,B,K,B,A,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6579,0,0.2021,0,0.5767,0,239.9490,-24.7426,90.0331,-57.3580,90.0217,-33.9187,060005.2,-335507,89.5683,-33.9197,055816.4,-335511,9343,9343
06006-6455,6,0,37.7,-,64,55,59,-30,39,8,101,4,0.26,L,0.25,L,0.26,,0.71,,-13.76,,,,C,F,,I,D,B,4,5,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.0400,0,0.9615,0,0.3662,0,274.5110,-29.7131,93.0173,-88.3711,90.2022,-64.9339,060048.5,-645602,90.1571,-64.9331,060037.7,-645559,9344,9344
06007-6018,6,0,46.7,-,60,18,18,-29,53,16,106,3,0.42,L,0.25,L,0.33,:,0.97,,-13.64,:,,,C,C,F,,C,C,3,4,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.6800,0,0.7576,0,0.3402,0,269.1976,-29.4472,91.5769,-83.7437,90.3468,-60.3063,060123.2,-601823,90.1946,-60.3050,060046.7,-601818,9345,9345
06036-1537,6,3,39.8,-,15,37,58,-17,31,9,93,3,0.25,L,0.25,L,0.76,:,5.51,,-13.03,:,,,C,D,,I,D,B,9,6,8,0,2,8,0,0,3,1,4,null,,null,null,,null,2,1.0000,0,0.3289,0,0.1379,0,222.1533,-16.9801,91.8337,-39.0685,91.4785,-15.6386,060554.8,-153819,90.9158,-15.6328,060339.8,-153758,9346,9346
06036-6341,6,3,40.7,-,63,41,40,-29,52,19,20,3,0.27,L,0.29,L,0.40,L,0.72,,-13.66,L,,,,D,,G,E,B,2,4,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,0.9310,0,0.7250,0,0.5556,0,273.1050,-29.3302,98.7888,-87.1079,90.9968,-63.6991,060359.2,-634157,90.9196,-63.6944,060340.7,-634140,9347,9347
06052-1854,6,5,12.9,-,18,54,22,-18,84,21,98,2,0.70,L,0.27,L,0.50,L,1.54,,-13.45,L,,,,D,,G,D,E,2,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,2.5926,0,0.5400,0,0.3247,0,225.4458,-17.9751,92.3663,-42.3379,91.8490,-18.9138,060723.8,-185450,91.3037,-18.9061,060512.9,-185422,9348,9348
06052+8027,6,5,17.2,+,80,27,42,25,21,6,87,3,0.46,,0.78,,7.83,,20.96,,-12.29,,C,C,C,C,C,A,A,A,3,2,8,1,0,0,0,2,3,0,4,1,X0605+804,38,null,,null,1,0.5897,0,0.0996,0,0.3736,0,133.3600,25.2106,91.1016,57.0242,93.6161,80.4497,061427.9,+802659,91.3217,80.4617,060517.2,+802742,9349,9349
06064-4924,6,6,25.5,-,49,24,21,-27,30,10,85,4,0.31,L,0.25,L,0.57,,1.40,,-13.44,,,,B,C,E,F,C,C,0,4,0,0,0,0,0,1,0,0,,null,,null,null,,null,1,1.2400,0,0.4386,0,0.4071,0,257.0594,-27.1389,94.2375,-72.8254,91.9220,-49.4144,060741.3,-492452,91.6062,-49.4058,060625.5,-492421,9350,9350
06066-2931,6,6,38.3,-,29,31,56,-22,56,14,97,3,0.28,L,0.25,L,0.52,,0.89,:,-13.55,:,,,C,D,K,,C,C,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.1200,0,0.4808,0,0.5843,0,236.0562,-21.6421,93.0947,-52.9577,92.1425,-29.5414,060834.2,-293229,91.6596,-29.5322,060638.3,-293156,9351,9351
06072+8109,6,7,15.4,+,81,9,3,25,33,8,87,3,0.25,L,0.25,L,1.10,,3.19,,-13.12,,,,B,B,M,M,A,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2273,0,0.3448,0,132.6466,25.4665,91.2217,57.7148,94.2385,81.1361,061657.2,+810810,91.8142,81.1508,060715.4,+810903,9352,9352
06073+6416,6,7,24.0,+,64,16,48,20,35,9,87,3,0.25,L,0.35,L,1.76,,3.59,,-12.99,,,,C,C,,E,A,A,0,4,0,0,0,0,0,0,1,0,,null,,null,null,,null,2,0.7143,0,0.1989,0,0.4903,0,150.0505,20.1851,91.7600,40.8475,93.0677,64.2680,061216.3,+641605,91.8500,64.2800,060724.0,+641648,9353,9353
06088-1529,6,8,52.3,-,15,29,2,-16,32,10,93,3,0.25,L,0.35,L,1.47,,3.75,,-13.02,,,,C,C,,D,A,A,6,5,0,0,1,8,1,0,1,0,,null,,null,null,,null,1,0.7143,0,0.2381,0,0.3920,0,222.5562,-15.7775,93.4446,-38.9021,92.7814,-15.4960,061107.5,-152946,92.2179,-15.4839,060852.3,-152902,9354,9354
06089+4731,6,8,58.3,+,47,31,38,14,48,8,87,4,0.25,L,0.43,L,1.10,,1.78,,-13.23,,,,C,B,I,C,A,A,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5814,0,0.3909,0,0.6180,0,166.1705,13.6075,92.3575,24.1008,93.1871,47.5140,061244.9,+473051,92.2429,47.5272,060858.3,+473138,9355,9355
06102-2949,6,10,16.8,-,29,49,35,-21,23,5,95,4,0.25,L,0.52,,4.44,,7.37,,-12.62,,,C,B,B,F,A,A,A,0,2,0,0,0,0,0,2,0,0,2,null,,null,null,,null,1,0.4808,0,0.1171,0,0.6024,0,236.6464,-21.0019,94.4236,-53.2325,93.0511,-29.8400,061212.3,-295024,92.5700,-29.8264,061016.8,-294935,9356,9356
06102+8005,6,10,17.9,+,80,5,4,25,37,10,84,3,0.25,L,0.31,L,0.44,,1.76,,-13.44,,,,C,B,,C,C,B,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8065,0,0.7045,0,0.2500,0,133.8234,25.3174,91.5055,56.6524,94.8026,80.0665,061912.6,+800359,92.5746,80.0844,061017.9,+800504,9357,9357
06114-5615,6,11,29.3,-,56,15,26,-28,23,14,107,4,0.25,L,0.25,L,0.59,,1.77,,-13.38,,,,C,C,,,B,B,0,4,0,1,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.4237,0,0.3333,0,264.8065,-27.5829,99.5707,-79.6081,93.0962,-56.2717,061223.1,-561618,92.8721,-56.2572,061129.3,-561526,9358,9358
06118+4947,6,11,49.7,+,49,47,48,15,32,8,89,3,0.25,L,0.33,L,2.24,,4.07,,-12.91,,,,C,C,,F,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7576,0,0.1473,0,0.5504,0,164.2636,15.0071,92.8288,26.3792,93.9263,49.7799,061542.3,+494648,92.9571,49.7967,061149.7,+494748,9359,9359
06130-1925,6,13,1.4,-,19,25,16,-16,44,13,95,4,0.25,L,0.25,L,0.40,:,1.87,,-13.44,:,,,C,B,,M,D,B,1,5,0,0,0,0,0,0,4,0,4,null,,null,null,,null,1,1.0000,0,0.6250,0,0.2139,0,226.7162,-16.4942,94.8849,-42.8131,93.7984,-19.4382,061511.6,-192618,93.2558,-19.4211,061301.4,-192516,9360,9360
06132+3214,6,13,14.6,+,32,14,45,7,80,19,90,2,0.80,L,0.35,L,0.46,,1.84,L,-13.42,L,,,C,,,,E,,3,7,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,2.2857,0,0.7609,0,0.2500,0,180.4070,7.4040,93.5318,8.8391,94.1266,32.2278,061630.4,+321340,93.3108,32.2458,061314.6,+321445,9361,9361
06147-4439,6,14,47.6,-,44,39,33,-25,73,22,97,2,0.26,L,0.25,L,0.27,,1.00,L,-13.67,L,,,D,,L,,G,C,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0400,0,0.9259,0,0.2700,0,252.2824,-24.6689,97.7343,-68.0082,94.0643,-44.6780,061615.4,-444041,93.6983,-44.6592,061447.6,-443933,9362,9362
06150-2722,6,15,5.7,-,27,22,10,-19,26,10,95,3,0.25,L,0.25,L,1.09,,4.71,,-13.02,,,,C,C,,C,B,A,0,2,0,0,0,0,0,0,2,0,4,null,,null,null,,null,1,1.0000,0,0.2294,0,0.2314,0,234.6082,-19.1341,95.9968,-50.7394,94.2705,-27.3890,061704.9,-272320,93.7738,-27.3694,061505.7,-272210,9363,9363
06179+4644,6,17,59.6,+,46,44,32,15,56,14,89,3,0.25,L,0.25,L,0.48,,1.20,,-13.51,,,,C,D,M,,C,B,0,5,0,0,1,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.5208,0,0.4000,0,167.5773,14.6606,94.0547,23.3553,95.4335,46.7181,062144.0,+464305,94.4983,46.7422,061759.6,+464432,9364,9364
06182-6559,6,18,17.5,-,65,59,31,-28,64,29,135,2,0.25,L,0.25,L,0.50,L,0.87,,-13.57,L,,,,E,,,D,F,3,5,0,3,1,0,0,1,0,0,,null,,null,null,,null,1,1.0000,0,0.5000,0,0.5747,0,275.8420,-27.9462,165.6165,-88.0754,94.5898,-66.0141,061821.6,-660051,94.5729,-65.9919,061817.5,-655931,9365,9365
06196+5025,6,19,39.5,+,50,25,35,16,91,14,88,2,1.33,L,0.30,L,0.63,,1.57,L,-13.40,L,,,C,,E,,B,E,1,5,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,4.4333,0,0.4762,0,0.4013,0,164.1998,16.4101,94.2119,27.0470,95.8903,50.4002,062333.7,+502401,94.9146,50.4264,061939.5,+502535,9366,9366
06196-2712,6,19,40.1,-,27,12,24,-18,35,12,98,3,0.25,L,0.25,L,0.98,,5.07,,-13.02,,,,C,C,L,H,C,B,0,2,0,0,0,0,0,0,3,0,4,1,X0619-272,23,null,,null,2,1.0000,0,0.2551,0,0.1933,0,234.8482,-18.1305,97.5848,-50.5285,95.4150,-27.2317,062139.6,-271354,94.9171,-27.2067,061940.1,-271224,9367,9367
06210-2300,6,21,5.3,-,23,0,5,-16,35,8,96,3,0.25,L,0.18,,1.85,,3.49,,-12.98,,,D,C,C,,D,A,B,1,3,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.3889,0,0.0973,0,0.5301,0,230.9195,-16.2069,97.7311,-46.3121,95.7949,-23.0282,062310.8,-230142,95.2721,-23.0014,062105.3,-230005,9368,9368
06211-1608,6,21,11.5,-,16,8,15,-13,87,16,98,2,0.48,L,0.25,L,0.48,,1.00,L,-13.55,L,,,E,,,,B,G,0,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.9200,0,0.5208,0,0.4800,0,224.4571,-13.3639,97.2941,-39.4556,95.8583,-16.1645,062326.0,-160952,95.2979,-16.1375,062111.5,-160815,9369,9369
06224-2248,6,22,29.0,-,22,48,40,-16,25,12,97,3,0.25,L,0.25,L,0.65,,3.59,,-13.18,,,,B,C,M,,C,A,2,4,0,0,0,0,0,0,3,0,4,1,X0622-228,21,null,,null,2,1.0000,0,0.3846,0,0.1811,0,230.8711,-15.8365,98.1796,-46.1046,96.1448,-22.8396,062434.8,-225023,95.6208,-22.8111,062229.0,-224840,9370,9370
06224+3041,6,22,29.5,+,30,41,7,8,44,8,92,3,0.25,L,0.35,L,1.26,,2.51,,-13.14,,,,C,C,,B,A,A,8,5,0,0,0,8,0,0,0,0,,null,,null,null,,null,1,0.7143,0,0.2778,0,0.5020,0,182.7215,8.4378,95.5720,7.3410,96.4277,30.6561,062542.6,+303922,95.6229,30.6853,062229.5,+304107,9371,9371
06236-3215,6,23,39.0,-,32,15,27,-19,38,10,96,3,0.25,L,0.25,L,1.00,,3.32,,-13.13,,,,B,B,,I,A,A,2,2,0,0,0,0,0,0,1,1,,null,,null,null,,null,1,1.0000,0,0.2500,0,0.3012,0,240.1427,-19.1775,99.5477,-55.5154,96.3783,-32.2873,062530.8,-321714,95.9125,-32.2575,062339.0,-321527,9372,9372
06238-2158,6,23,50.4,-,21,58,24,-15,28,10,95,3,0.25,L,0.25,L,0.91,,2.89,,-13.18,,,,C,C,,,A,A,0,5,0,0,0,0,0,0,1,0,,null,,null,null,,null,2,1.0000,0,0.2747,0,0.3149,0,230.2059,-15.2125,98.5589,-45.2502,96.4888,-22.0035,062557.3,-220013,95.9600,-21.9733,062350.4,-215824,9373,9373
06248+7428,6,24,51.1,+,74,28,5,25,22,8,89,3,0.25,L,0.25,L,1.05,,3.13,,-13.13,,,,B,C,K,B,A,A,5,4,C,0,1,0,0,1,1,0,,null,,null,null,,null,1,1.0000,0,0.2381,0,0.3355,0,140.0488,24.7330,93.3433,51.0858,97.8463,74.4340,063123.1,+742602,96.2129,74.4681,062451.1,+742805,9374,9374
11041+5127,11,4,6.5,+,51,27,43,59,39,16,121,2,0.25,L,0.25,L,0.46,,1.93,L,-13.41,L,,,E,,,,D,C,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5435,0,0.2383,0,155.1959,58.8900,144.0894,41.1324,166.7495,51.1914,110659.9,+511129,166.0271,51.4619,110406.5,+512743,9375,9375
11047-3654,11,4,46.5,-,36,54,9,21,69,16,122,2,0.45,L,0.31,L,0.40,:,1.91,,-13.43,:,,,D,C,K,M,B,A,6,6,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.4516,0,0.7750,0,0.2094,0,280.8691,21.1901,185.3924,-38.8161,166.7853,-37.1732,110708.5,-371024,166.1938,-36.9025,110446.5,-365409,9376,9376
11048-1917,11,4,51.2,-,19,17,10,37,47,10,115,2,0.25,L,0.25,L,1.39,,1.94,,-13.16,,,,D,C,L,I,A,B,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,2,1.0000,0,0.1799,0,0.7165,0,271.7781,36.9379,176.0213,-23.1111,166.8311,-19.5569,110719.5,-193325,166.2133,-19.2861,110451.2,-191710,9377,9377
11058+0346,11,5,49.4,+,3,46,7,56,31,8,113,2,0.25,L,0.97,L,1.46,,3.56,,-13.04,,,,C,C,,M,A,A,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.2577,0,0.6644,0,0.4101,0,252.2771,55.8811,166.7717,-1.8718,167.1005,3.4976,110824.1,+032951,166.4558,3.7686,110549.4,+034607,9378,9378
11059+6024,11,5,54.3,+,60,24,37,53,59,14,125,3,0.25,L,0.25,L,0.71,,1.68,,-13.35,,,,C,D,,J,B,C,0,2,0,0,0,0,0,0,1,0,,null,,null,null,,null,3,1.0000,0,0.3521,0,0.4226,0,143.7271,52.6516,137.4351,48.7544,167.2278,60.1393,110854.7,+600821,166.4763,60.4103,110554.3,+602437,9379,9379
11063+0042,11,6,22.4,+,0,42,57,54,59,14,113,2,0.42,L,0.27,L,0.82,,1.01,L,-13.40,L,,,C,,,,B,M,4,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.5556,0,0.3293,0,0.8119,0,255.9983,53.7038,168.0835,-4.6329,167.2346,0.4447,110856.3,+002641,166.5933,0.7158,110622.4,+004257,9380,9380
11067+6234,11,6,45.9,+,62,34,6,51,26,19,132,3,0.25,L,0.25,L,0.47,L,1.51,,-13.46,L,,,,D,,,E,C,1,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5319,0,0.3113,0,141.4220,51.0267,135.5692,50.5457,167.4512,62.2971,110948.3,+621749,166.6913,62.5683,110645.9,+623406,9381,9381
11081-6707,11,8,6.8,-,67,7,13,-6,38,8,167,2,0.43,L,0.25,L,0.49,,2.74,L,-13.30,L,,,C,,,,B,,4,7,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.7200,0,0.5102,0,0.1788,0,293.4029,-6.4144,217.7862,-61.6444,167.5225,-67.3919,111005.4,-672331,167.0283,-67.1203,110806.8,-670713,9382,9382
11081-0227,11,8,10.3,-,2,27,34,52,52,14,113,2,0.25,L,0.32,L,0.54,:,1.07,,-13.51,:,,,D,D,H,,D,C,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7812,0,0.5926,0,0.5047,0,259.8618,51.5162,169.7434,-7.3824,167.6808,-2.7311,111043.4,-024352,167.0429,-2.4594,110810.3,-022734,9383,9383
23004+1619,23,0,29.1,+,16,19,56,-39,62,10,65,2,0.36,L,0.25,L,1.30,,1.62,:,-13.20,:,,,C,C,,G,B,C,1,6,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.4400,0,0.1923,0,0.8025,0,88.7506,-38.9650,353.6773,20.8566,345.7412,16.6017,230257.9,+163606,345.1212,16.3322,230029.1,+161956,9384,9384
23007+2329,23,0,42.9,+,23,29,23,-33,36,7,64,2,0.36,L,0.45,,3.72,,5.33,,-12.73,,,C,C,C,N,C,A,A,3,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8000,0,0.1210,0,0.6979,0,93.2304,-32.7931,357.0391,27.3242,345.7889,23.7592,230309.3,+234533,345.1787,23.4897,230042.9,+232923,9385,9385
23019-3419,23,1,55.1,-,34,19,24,-66,76,19,65,3,0.25,L,0.25,L,0.40,L,1.25,,-13.54,L,,,,E,I,L,H,C,1,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.6250,0,0.3200,0,9.5605,-66.0812,333.3066,-25.7827,346.1666,-34.0533,230440.0,-340312,345.4796,-34.3233,230155.1,-341924,9386,9386
23021+2703,23,2,8.4,+,27,3,14,-30,38,14,61,3,0.25,L,0.25,L,0.62,,1.96,,-13.35,,,,C,C,,G,B,C,3,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4032,0,0.3163,0,95.5247,-29.7989,359.1585,30.3841,346.1407,27.3238,230433.8,+271926,345.5350,27.0539,230208.4,+270314,9387,9387
23031-3052,23,3,6.0,-,30,52,54,-67,36,7,68,2,0.32,L,0.38,:,3.06,,4.52,,-12.81,,,E,D,D,F,B,A,A,1,1,0,1,0,0,1,0,1,0,,null,,null,null,,null,1,0.8421,0,0.1242,0,0.6770,0,18.0517,-66.6713,335.1505,-22.7689,346.4554,-30.6113,230549.3,-303641,345.7750,-30.8817,230306.0,-305254,9388,9388
23032+0316,23,3,15.2,+,3,16,28,-50,31,7,66,2,0.25,L,0.39,L,1.89,,4.01,,-12.95,,,,D,D,K,D,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.6410,0,0.2063,0,0.4713,0,79.1142,-50.1201,348.9231,8.6122,346.4501,3.5447,230548.0,+033241,345.8133,3.2744,230315.2,+031628,9389,9389
23050+4319,23,5,3.5,+,43,19,47,-15,53,16,58,2,0.29,L,0.29,L,0.48,,1.00,L,-13.55,L,,,C,,,K,B,,9,7,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.6042,0,0.4800,0,103.7006,-15.3513,9.9016,44.2894,346.8439,43.6004,230722.5,+433602,346.2646,43.3297,230503.5,+431947,9390,9390
23050+2243,23,5,6.0,+,22,43,44,-34,55,12,64,2,0.25,L,0.25,L,1.04,,3.20,,-13.13,,,,C,C,,,B,B,5,5,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.2404,0,0.3250,0,93.8606,-33.9414,357.6898,26.2026,346.8885,22.9997,230733.2,+225959,346.2750,22.7289,230506.0,+224344,9391,9391
19291+3542,19,29,9.0,+,35,42,3,8,18,5,70,3,1.30,,0.68,,0.40,L,2.40,:,-13.36,L,C,C,,E,A,A,,B,5,6,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.9118,0,1.7000,0,0.1667,0,69.1052,8.2152,304.6582,56.5425,292.7431,35.8074,193058.3,+354827,292.2875,35.7008,192909.0,+354203,9392,9392
19291+4111,19,29,10.5,+,41,11,54,11,61,15,65,2,0.46,L,0.25,L,0.58,,1.77,L,-13.39,L,,,C,,,,C,D,9,6,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.8400,0,0.4310,0,0.3277,0,74.0488,10.7553,307.8470,61.7932,292.7090,41.3049,193050.2,+411818,292.2938,41.1983,192910.5,+411154,9393,9393
19291-2929,19,29,11.8,-,29,29,36,-21,36,8,82,3,0.25,L,0.45,:,2.95,,6.77,,-12.74,,,F,C,C,H,B,A,A,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5556,0,0.1525,0,0.4357,0,9.8079,-21.1868,290.1589,-7.5479,293.0849,-29.3859,193220.4,-292309,292.2992,-29.4933,192911.8,-292936,9394,9394
